city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_type,last_new_job,training_hours,target
0.91,Male,Has relevant experience,No enrollment,Masters,STEM,5,Early Stage Startup,0,152,0.0
0.855,Male,Has relevant experience,No enrollment,Graduate,No Major,10,Unknown,4,13,0.0
0.92,Female,Has relevant experience,No enrollment,Graduate,STEM,3,Pvt Ltd,1,42,0.0
0.92,Male,No relevant experience,No enrollment,High School,Other,4,Unknown,0,55,0.0
0.91,Male,Has relevant experience,No enrollment,Graduate,Humanities,17,Unknown,1,162,0.0
0.899,Male,Has relevant experience,No enrollment,Graduate,STEM,21,Unknown,1,44,0.0
0.92,Unknown,Has relevant experience,No enrollment,Graduate,STEM,9,Early Stage Startup,1,24,0.0
0.92,Male,Has relevant experience,No enrollment,Graduate,No Major,14,Other,5,188,0.0
0.698,Female,No relevant experience,Full time course,Graduate,STEM,2,Unknown,0,18,1.0
0.92,Male,Has relevant experience,No enrollment,Graduate,STEM,17,Pvt Ltd,3,155,0.0
0.923,Male,Has relevant experience,No enrollment,Graduate,STEM,4,Unknown,1,316,0.0
0.92,Male,Has relevant experience,No enrollment,Graduate,STEM,20,Unknown,1,55,1.0
0.91,Male,Has relevant experience,No enrollment,Masters,STEM,21,Early Stage Startup,2,130,0.0
0.887,Male,Has relevant experience,No enrollment,Masters,STEM,10,Unknown,3,7,0.0
0.8270000000000001,Male,Has relevant experience,No enrollment,Graduate,STEM,7,Pvt Ltd,1,10,0.0
0.754,Male,Has relevant experience,No enrollment,Masters,STEM,21,Early Stage Startup,5,46,0.0
0.92,Male,Has relevant experience,No enrollment,Masters,STEM,21,Pvt Ltd,5,38,0.0
0.926,Male,Has relevant experience,No enrollment,Graduate,STEM,14,Pvt Ltd,4,22,1.0
0.55,Unknown,No relevant experience,Full time course,Graduate,STEM,4,Pvt Ltd,1,156,1.0
0.92,Male,No relevant experience,Full time course,High School,Other,4,Unknown,1,28,1.0
0.92,Unknown,Has relevant experience,No enrollment,Graduate,Business Degree,5,Pvt Ltd,1,99,0.0
0.92,Male,No relevant experience,Full time course,Graduate,STEM,4,Pvt Ltd,2,72,0.0
0.92,Unknown,Has relevant experience,No enrollment,Graduate,STEM,12,Pvt Ltd,1,20,0.0
0.743,Male,Has relevant experience,No enrollment,Masters,STEM,21,Pvt Ltd,3,178,0.0
0.897,Male,No relevant experience,Full time course,Phd,STEM,14,Public Sector,1,12,1.0
0.924,Male,Has relevant experience,No enrollment,Graduate,STEM,21,NGO,4,50,0.0
0.92,Male,Has relevant experience,No enrollment,Graduate,STEM,11,Pvt Ltd,1,32,0.0
0.878,Male,Has relevant experience,No enrollment,Graduate,STEM,16,Pvt Ltd,2,6,0.0
0.897,Male,Has relevant experience,No enrollment,Graduate,Humanities,21,Pvt Ltd,4,6,0.0
0.92,Unknown,No relevant experience,No enrollment,Graduate,STEM,0,Unknown,5,125,1.0
0.698,Male,No relevant experience,Full time course,Graduate,STEM,6,Unknown,1,150,0.0
0.698,Male,Has relevant experience,No enrollment,Graduate,STEM,3,Unknown,1,47,1.0
0.92,Male,Has relevant experience,No enrollment,Graduate,STEM,5,Funded Startup,1,48,0.0
0.624,Male,Has relevant experience,No enrollment,Graduate,STEM,5,Unknown,2,55,1.0
0.897,Male,Has relevant experience,No enrollment,Masters,STEM,10,Pvt Ltd,1,28,0.0
0.899,Male,Has relevant experience,No enrollment,Graduate,STEM,15,Pvt Ltd,5,20,0.0
0.92,Unknown,Has relevant experience,No enrollment,Graduate,STEM,6,Public Sector,1,10,0.0
0.843,Unknown,Has relevant experience,No enrollment,Graduate,STEM,13,Pvt Ltd,5,22,0.0
0.754,Male,Has relevant experience,No enrollment,Graduate,STEM,8,Pvt Ltd,5,4,1.0
0.92,Female,No relevant experience,No enrollment,Graduate,No Major,16,Pvt Ltd,1,104,0.0
0.866,Unknown,No relevant experience,No enrollment,High School,Other,2,Pvt Ltd,0,148,0.0
0.939,Male,Has relevant experience,No enrollment,Masters,STEM,21,Pvt Ltd,2,15,0.0
0.754,Male,Has relevant experience,Part time course,Graduate,Humanities,11,Unknown,5,166,0.0
0.897,Male,No relevant experience,No enrollment,Masters,Humanities,21,Unknown,4,163,0.0
0.55,Male,Has relevant experience,No enrollment,Graduate,STEM,7,Pvt Ltd,1,12,1.0
0.698,Unknown,No relevant experience,No enrollment,Masters,STEM,2,Funded Startup,2,113,0.0
0.92,Male,Has relevant experience,No enrollment,Graduate,STEM,9,NGO,1,12,0.0
0.624,Female,No relevant experience,Full time course,High School,Other,3,Unknown,0,242,0.0
0.55,Male,Has relevant experience,No enrollment,Graduate,STEM,2,Pvt Ltd,1,3,1.0
0.769,Male,No relevant experience,Full time course,Graduate,STEM,2,Pvt Ltd,1,50,0.0
0.682,Male,No relevant experience,Full time course,Primary School,Other,3,Unknown,0,73,0.0
0.91,Male,Has relevant experience,No enrollment,Graduate,STEM,6,Pvt Ltd,1,6,0.0
0.897,Male,No relevant experience,Full time course,Graduate,STEM,2,Unknown,1,46,1.0
0.91,Female,Has relevant experience,No enrollment,Graduate,STEM,10,Pvt Ltd,1,12,0.0
0.754,Male,Has relevant experience,No enrollment,Masters,STEM,15,Public Sector,5,7,1.0
0.91,Male,Has relevant experience,No enrollment,Graduate,STEM,13,Unknown,1,63,0.0
0.624,Unknown,Has relevant experience,No enrollment,Masters,STEM,6,Pvt Ltd,2,54,0.0
0.698,Male,Has relevant experience,Part time course,Graduate,STEM,13,NGO,3,50,0.0
0.5579999999999999,Male,No relevant experience,Full time course,Graduate,Other,4,Unknown,1,43,1.0
0.92,Male,Has relevant experience,No enrollment,Graduate,STEM,21,Pvt Ltd,2,70,0.0
0.91,Male,Has relevant experience,No enrollment,Graduate,STEM,7,Pvt Ltd,1,140,0.0
0.855,Male,Has relevant experience,Part time course,Masters,STEM,1,Pvt Ltd,1,47,0.0
0.926,Male,Has relevant experience,No enrollment,Graduate,STEM,21,Unknown,4,8,0.0
0.92,Unknown,No relevant experience,No enrollment,Masters,STEM,11,Public Sector,1,98,0.0
0.897,Unknown,No relevant experience,No enrollment,Masters,STEM,7,Pvt Ltd,1,27,0.0
0.92,Male,Has relevant experience,No enrollment,Graduate,STEM,15,Pvt Ltd,3,88,0.0
0.6890000000000001,Unknown,No relevant experience,No enrollment,Graduate,Other,3,Unknown,0,43,0.0
0.6659999999999999,Unknown,Has relevant experience,No enrollment,Graduate,STEM,8,Pvt Ltd,1,88,0.0
0.624,Unknown,No relevant experience,No enrollment,High School,Other,3,Unknown,1,145,0.0
0.624,Unknown,Has relevant experience,No enrollment,Graduate,STEM,9,Pvt Ltd,1,48,1.0
0.698,Male,Has relevant experience,No enrollment,Graduate,STEM,6,Unknown,1,24,1.0
0.8959999999999999,Male,Has relevant experience,No enrollment,Masters,STEM,21,Pvt Ltd,5,78,0.0
0.767,Unknown,Has relevant experience,Part time course,Graduate,STEM,12,Unknown,0,94,0.0
0.624,Unknown,No relevant experience,Full time course,High School,Other,6,Unknown,0,196,0.0
0.887,Female,No relevant experience,No enrollment,Masters,STEM,5,Pvt Ltd,1,218,0.0
0.92,Male,No relevant experience,No enrollment,Graduate,STEM,4,Unknown,1,155,1.0
0.92,Male,Has relevant experience,No enrollment,Graduate,Other,21,Pvt Ltd,5,61,0.0
0.92,Female,Has relevant experience,No enrollment,Graduate,STEM,18,Unknown,1,12,1.0
0.913,Male,Has relevant experience,No enrollment,Graduate,STEM,21,Pvt Ltd,1,101,0.0
0.624,Male,Has relevant experience,Full time course,Graduate,STEM,3,Early Stage Startup,1,202,1.0
0.624,Unknown,No relevant experience,Full time course,Graduate,Other,2,Unknown,0,15,1.0
0.92,Male,Has relevant experience,No enrollment,Masters,STEM,21,Funded Startup,5,90,0.0
0.527,Male,No relevant experience,Full time course,High School,Other,2,Unknown,1,9,0.0
0.624,Male,No relevant experience,No enrollment,High School,Other,7,Unknown,0,136,1.0
0.624,Unknown,No relevant experience,Full time course,Graduate,STEM,3,Funded Startup,1,26,1.0
0.887,Unknown,Has relevant experience,No enrollment,Graduate,STEM,21,Pvt Ltd,0,54,0.0
0.92,Male,No relevant experience,No enrollment,High School,Other,4,Unknown,0,21,0.0
0.855,Male,No relevant experience,Part time course,Graduate,STEM,10,Unknown,2,11,0.0
0.895,Unknown,Has relevant experience,No enrollment,Graduate,STEM,7,Pvt Ltd,1,109,0.0
0.579,Male,Has relevant experience,No enrollment,Graduate,STEM,14,Unknown,1,57,0.0
0.897,Female,No relevant experience,Full time course,Graduate,STEM,4,Unknown,0,146,0.0
0.624,Male,No relevant experience,Full time course,High School,Other,7,Unknown,0,88,1.0
0.926,Unknown,No relevant experience,Full time course,High School,Other,15,Unknown,0,21,0.0
0.926,Male,No relevant experience,No enrollment,High School,Other,4,Pvt Ltd,0,104,0.0
0.91,Unknown,Has relevant experience,No enrollment,Graduate,STEM,6,Unknown,4,4,0.0
0.624,Female,Has relevant experience,No enrollment,Graduate,STEM,5,Pvt Ltd,3,60,0.0
0.624,Unknown,Has relevant experience,No enrollment,Graduate,STEM,5,Pvt Ltd,1,304,1.0
0.939,Unknown,Has relevant experience,No enrollment,Graduate,STEM,9,Pvt Ltd,1,78,0.0
0.83,Male,Has relevant experience,No enrollment,High School,Other,5,Pvt Ltd,0,162,0.0
0.913,Male,Has relevant experience,No enrollment,Graduate,STEM,14,Pvt Ltd,2,3,0.0
0.926,Unknown,No relevant experience,No enrollment,Graduate,Business Degree,2,Pvt Ltd,1,15,0.0
0.92,Male,Has relevant experience,No enrollment,Graduate,STEM,21,Pvt Ltd,5,116,0.0
0.92,Unknown,No relevant experience,No enrollment,Primary School,Other,0,Unknown,1,166,0.0
0.624,Male,Has relevant experience,No enrollment,Graduate,STEM,12,Funded Startup,2,83,1.0
0.92,Male,Has relevant experience,No enrollment,Graduate,Humanities,21,NGO,5,74,0.0
0.92,Male,Has relevant experience,No enrollment,Masters,STEM,21,Early Stage Startup,2,82,0.0
0.73,Male,Has relevant experience,No enrollment,Graduate,STEM,11,Public Sector,5,21,0.0
0.92,Male,Has relevant experience,No enrollment,Graduate,STEM,21,Unknown,5,99,0.0
0.91,Male,Has relevant experience,No enrollment,Graduate,Arts,4,Pvt Ltd,2,45,0.0
0.624,Male,Has relevant experience,Full time course,Graduate,STEM,2,Early Stage Startup,2,3,1.0
0.624,Male,No relevant experience,Full time course,Graduate,STEM,5,Unknown,0,34,1.0
0.624,Male,No relevant experience,Full time course,Graduate,STEM,5,Unknown,0,111,1.0
0.92,Male,Has relevant experience,No enrollment,Graduate,Business Degree,16,Funded Startup,1,70,0.0
0.698,Male,No relevant experience,Full time course,Graduate,STEM,0,Unknown,0,82,1.0
0.764,Male,Has relevant experience,No enrollment,Graduate,STEM,7,Pvt Ltd,1,48,0.0
0.624,Unknown,Has relevant experience,No enrollment,Graduate,STEM,3,Unknown,1,284,1.0
0.698,Male,Has relevant experience,No enrollment,Graduate,STEM,17,Unknown,5,24,1.0
0.624,Unknown,Has relevant experience,Full time course,Graduate,STEM,8,Pvt Ltd,1,6,1.0
0.92,Female,Has relevant experience,No enrollment,Masters,Humanities,21,Unknown,1,8,1.0
0.624,Male,No relevant experience,No enrollment,Graduate,STEM,3,Unknown,1,2,1.0
0.92,Male,No relevant experience,Part time course,Graduate,STEM,8,Unknown,1,9,1.0
0.92,Unknown,No relevant experience,Full time course,Graduate,STEM,10,Unknown,0,278,0.0
0.949,Male,No relevant experience,Part time course,Graduate,STEM,5,Pvt Ltd,2,76,0.0
0.68,Male,No relevant experience,No enrollment,Graduate,Business Degree,10,Pvt Ltd,0,22,0.0
0.92,Male,Has relevant experience,No enrollment,Graduate,STEM,21,Pvt Ltd,5,36,0.0
0.897,Male,Has relevant experience,No enrollment,Masters,STEM,11,Unknown,1,56,0.0
0.926,Male,Has relevant experience,No enrollment,Graduate,STEM,21,Unknown,5,123,0.0
0.698,Male,Has relevant experience,No enrollment,Masters,STEM,15,Pvt Ltd,1,36,0.0
0.92,Male,No relevant experience,No enrollment,Graduate,STEM,9,Pvt Ltd,3,43,0.0
0.926,Male,Has relevant experience,No enrollment,Masters,STEM,21,Early Stage Startup,1,24,0.0
0.92,Male,Has relevant experience,No enrollment,Graduate,STEM,21,Pvt Ltd,4,94,0.0
0.92,Male,Has relevant experience,No enrollment,Graduate,STEM,9,Funded Startup,1,20,0.0
0.624,Male,No relevant experience,Full time course,Graduate,STEM,1,Unknown,0,22,1.0
0.92,Female,No relevant experience,No enrollment,Graduate,Humanities,4,Pvt Ltd,2,166,0.0
0.939,Male,No relevant experience,Full time course,Graduate,STEM,5,Pvt Ltd,0,48,0.0
0.92,Male,Has relevant experience,No enrollment,Graduate,Business Degree,21,Pvt Ltd,1,85,0.0
0.92,Male,Has relevant experience,No enrollment,Phd,STEM,21,Funded Startup,5,15,0.0
0.6890000000000001,Male,Has relevant experience,No enrollment,Graduate,STEM,8,NGO,0,24,0.0
0.624,Unknown,Has relevant experience,No enrollment,Masters,STEM,7,Pvt Ltd,1,34,1.0
0.92,Female,Has relevant experience,No enrollment,Graduate,STEM,4,Pvt Ltd,0,17,0.0
0.555,Male,No relevant experience,Full time course,Graduate,STEM,2,Pvt Ltd,0,25,1.0
0.6890000000000001,Unknown,No relevant experience,Full time course,Primary School,Other,4,Unknown,1,42,1.0
0.795,Unknown,Has relevant experience,No enrollment,Graduate,STEM,10,Pvt Ltd,0,54,0.0
0.624,Unknown,Has relevant experience,Full time course,Masters,STEM,5,Unknown,0,24,1.0
0.698,Male,No relevant experience,No enrollment,Graduate,STEM,5,Unknown,1,60,1.0
0.887,Unknown,No relevant experience,No enrollment,High School,Other,4,Unknown,1,72,1.0
0.91,Unknown,Has relevant experience,No enrollment,Masters,STEM,13,Pvt Ltd,5,26,0.0
0.925,Male,Has relevant experience,No enrollment,Graduate,Arts,16,Unknown,1,28,0.0
0.624,Male,Has relevant experience,No enrollment,Graduate,STEM,7,Early Stage Startup,0,102,0.0
0.91,Male,Has relevant experience,No enrollment,Graduate,STEM,10,Unknown,5,13,0.0
0.92,Male,Has relevant experience,No enrollment,Graduate,STEM,21,Pvt Ltd,5,18,0.0
0.624,Male,Has relevant experience,No enrollment,Masters,STEM,7,Pvt Ltd,1,284,0.0
0.624,Male,No relevant experience,Full time course,Graduate,Other,2,Unknown,1,31,1.0
0.91,Male,Has relevant experience,No enrollment,Graduate,STEM,14,Public Sector,5,28,1.0
0.624,Male,Has relevant experience,No enrollment,Masters,STEM,8,Pvt Ltd,2,13,0.0
0.92,Male,No relevant experience,Full time course,Graduate,STEM,4,Public Sector,0,82,1.0
0.89,Male,Has relevant experience,No enrollment,Masters,STEM,21,Unknown,1,30,0.0
0.92,Female,No relevant experience,Full time course,Graduate,STEM,5,Pvt Ltd,1,30,0.0
0.91,Male,Has relevant experience,No enrollment,Graduate,Other,6,Funded Startup,1,38,0.0
0.754,Male,Has relevant experience,Full time course,High School,Other,7,Unknown,1,76,1.0
0.84,Male,Has relevant experience,No enrollment,Graduate,STEM,3,Pvt Ltd,2,7,0.0
0.624,Unknown,No relevant experience,No enrollment,Graduate,STEM,0,Pvt Ltd,1,77,1.0
0.92,Male,Has relevant experience,No enrollment,Graduate,Arts,3,Early Stage Startup,1,21,0.0
0.91,Unknown,No relevant experience,No enrollment,Graduate,STEM,4,Pvt Ltd,1,52,0.0
0.624,Male,Has relevant experience,No enrollment,Graduate,STEM,15,Pvt Ltd,5,29,1.0
0.527,Male,No relevant experience,Full time course,High School,Other,4,Pvt Ltd,0,56,1.0
0.92,Male,Has relevant experience,Full time course,High School,Other,8,Pvt Ltd,1,39,0.0
0.855,Unknown,No relevant experience,Full time course,Masters,Business Degree,1,Pvt Ltd,0,11,0.0
0.923,Unknown,Has relevant experience,No enrollment,Graduate,STEM,4,Pvt Ltd,1,11,0.0
0.698,Unknown,No relevant experience,No enrollment,High School,Other,1,Unknown,0,98,0.0
0.5579999999999999,Male,No relevant experience,Part time course,Graduate,STEM,2,Pvt Ltd,0,71,1.0
0.926,Unknown,Has relevant experience,No enrollment,Graduate,STEM,21,Pvt Ltd,5,22,0.0
0.698,Male,Has relevant experience,No enrollment,Masters,STEM,8,Unknown,1,23,1.0
0.624,Unknown,Has relevant experience,No enrollment,Graduate,STEM,3,Pvt Ltd,1,332,0.0
0.55,Unknown,Has relevant experience,No enrollment,Graduate,STEM,7,Pvt Ltd,1,81,0.0
0.804,Male,Has relevant experience,No enrollment,Masters,STEM,5,Unknown,1,62,0.0
0.924,Male,Has relevant experience,No enrollment,Masters,STEM,11,Pvt Ltd,4,31,0.0
0.921,Male,Has relevant experience,No enrollment,High School,Other,14,Pvt Ltd,1,26,0.0
0.8959999999999999,Male,Has relevant experience,No enrollment,Masters,Other,21,Unknown,0,21,0.0
0.624,Male,Has relevant experience,No enrollment,Graduate,STEM,3,Pvt Ltd,1,19,1.0
0.92,Male,Has relevant experience,No enrollment,Graduate,STEM,6,Funded Startup,2,19,0.0
0.92,Male,Has relevant experience,No enrollment,Graduate,STEM,8,Pvt Ltd,2,44,0.0
0.624,Male,Has relevant experience,No enrollment,Graduate,STEM,6,Pvt Ltd,4,20,0.0
0.624,Male,Has relevant experience,No enrollment,Graduate,STEM,21,Unknown,5,98,0.0
0.893,Male,Has relevant experience,Full time course,Graduate,STEM,9,Unknown,4,178,0.0
0.91,Male,Has relevant experience,No enrollment,Masters,STEM,11,Funded Startup,2,62,0.0
0.91,Male,Has relevant experience,No enrollment,Graduate,STEM,21,Pvt Ltd,5,81,0.0
0.767,Male,Has relevant experience,Full time course,Graduate,STEM,3,Funded Startup,2,71,1.0
0.91,Male,Has relevant experience,No enrollment,Graduate,STEM,6,Pvt Ltd,5,72,0.0
0.939,Male,Has relevant experience,No enrollment,Graduate,STEM,21,Pvt Ltd,1,45,0.0
0.624,Unknown,Has relevant experience,No enrollment,Graduate,STEM,4,NGO,2,17,1.0
0.91,Unknown,Has relevant experience,No enrollment,Graduate,STEM,5,Pvt Ltd,1,146,0.0
0.884,Female,No relevant experience,No enrollment,Phd,STEM,21,Public Sector,5,27,0.0
0.624,Male,Has relevant experience,No enrollment,Graduate,STEM,6,Pvt Ltd,1,23,1.0
0.926,Male,Has relevant experience,No enrollment,Graduate,STEM,11,Pvt Ltd,2,8,0.0
0.92,Male,Has relevant experience,No enrollment,Graduate,STEM,8,Public Sector,0,36,0.0
0.91,Male,Has relevant experience,No enrollment,Masters,STEM,14,Pvt Ltd,5,72,0.0
0.91,Male,No relevant experience,Part time course,Graduate,STEM,3,Pvt Ltd,0,44,0.0
0.624,Male,Has relevant experience,No enrollment,Graduate,STEM,4,Pvt Ltd,1,50,1.0
0.8959999999999999,Male,Has relevant experience,No enrollment,Graduate,STEM,21,Unknown,1,16,0.0
0.754,Male,Has relevant experience,Full time course,Graduate,STEM,10,Unknown,2,31,1.0
0.92,Male,No relevant experience,Full time course,High School,Other,2,Unknown,1,9,0.0
0.92,Female,Has relevant experience,No enrollment,Graduate,STEM,16,Other,1,14,0.0
0.92,Male,Has relevant experience,Part time course,Graduate,STEM,7,Public Sector,2,310,0.0
0.926,Male,Has relevant experience,No enrollment,Graduate,STEM,6,Pvt Ltd,1,94,0.0
0.624,Male,Has relevant experience,No enrollment,Masters,STEM,8,Pvt Ltd,3,9,1.0
0.624,Male,Has relevant experience,No enrollment,Graduate,STEM,6,Funded Startup,1,88,0.0
0.926,Male,Has relevant experience,Part time course,Graduate,STEM,0,Unknown,2,26,1.0
0.878,Male,Has relevant experience,No enrollment,Masters,STEM,5,Pvt Ltd,1,11,0.0
0.8270000000000001,Unknown,No relevant experience,No enrollment,Masters,Business Degree,2,Pvt Ltd,1,36,0.0
0.92,Male,Has relevant experience,No enrollment,Graduate,STEM,8,Pvt Ltd,1,44,0.0
0.725,Unknown,No relevant experience,Full time course,Graduate,Other,7,Unknown,0,112,1.0
0.624,Male,Has relevant experience,No enrollment,Graduate,STEM,7,Funded Startup,2,46,1.0
0.893,Male,Has relevant experience,No enrollment,Graduate,STEM,21,Pvt Ltd,5,28,1.0
0.8270000000000001,Male,Has relevant experience,No enrollment,Masters,STEM,20,Early Stage Startup,1,22,0.0
0.624,Male,Has relevant experience,No enrollment,Graduate,STEM,8,Unknown,1,44,0.0
0.884,Male,Has relevant experience,No enrollment,Masters,STEM,6,Pvt Ltd,3,32,0.0
0.91,Male,Has relevant experience,No enrollment,High School,Other,19,Public Sector,5,23,0.0
0.92,Male,Has relevant experience,No enrollment,Graduate,STEM,13,Unknown,5,47,1.0
0.926,Male,Has relevant experience,No enrollment,Masters,STEM,6,Pvt Ltd,2,78,0.0
0.926,Unknown,Has relevant experience,No enrollment,Masters,Other,7,Pvt Ltd,0,57,0.0
0.698,Male,Has relevant experience,No enrollment,Graduate,STEM,15,Pvt Ltd,5,69,0.0
0.92,Male,Has relevant experience,No enrollment,Graduate,No Major,21,Public Sector,5,69,0.0
0.924,Male,Has relevant experience,No enrollment,Phd,STEM,12,Funded Startup,1,51,0.0
0.794,Male,Has relevant experience,No enrollment,Masters,STEM,5,Pvt Ltd,1,84,0.0
0.91,Unknown,Has relevant experience,No enrollment,Graduate,STEM,21,Unknown,1,42,0.0
0.926,Male,Has relevant experience,No enrollment,High School,Other,11,Pvt Ltd,1,9,0.0
0.624,Male,No relevant experience,No enrollment,Graduate,STEM,10,Unknown,5,6,1.0
